# 資料庫版本: 2021-08-22
道字典字號	道漢字音粵語音典字號	頁碼	粵拼聲母	粵拼韻母	粵拼聲調	九聲聲調	韻母組	粵拼讀音	字頭	(輔助檢索用異體)	釋義	釋義本作「同上」	校訂註
D5104	B36H28	51	s	eon	3	3	eon	seon3	訊		問～，通～		
D5105	B36H32	51	s	eon	3	3	eon	seon3	詢		問也		
D5106	B36H31	51	s	eon	3	3	eon	seon3	舜		大～，古帝名		
D5107	B36H33	51	s	eon	3	3	eon	seon3	遜		謙讓，又川也		
D5108	B36H23	51	s	eon	3	3	eon	seon3	迅		快也		
D5109	B36H37	51	s	eon	3	3	eon	seon3	瞬		～息，又轉眼也		
D5110	B36I02	51	s	eon	4	4	eon	seon4	純		～粹，～潔		
D5111	B36I01	51	s	eon	4	4	eon	seon4	唇	脣	口～		
D5112	B36I09	51	s	eon	4	4	eon	seon4	馴		良善		
D5113	B36I14	51	s	eon	4	4	eon	seon4	醇		～酒		
D5114	B36I17	51	s	eon	6	6	eon	seon6	順		～遂，～意，～序		
D5115	B36J01	51	s	eot	1	7	eon	seot1	戌		時辰名，地支		
D5116	B36J03	51	s	eot	1	7	eon	seot1	恤		憐～		
D5117	B36J05	51	s	eot	1	7	eon	seot1	率		督～，又大略也		
D5118	B36J09	51	s	eot	1	7	eon	seot1	蟀		蟋～，蟲名		
D5119		51	s	eot	1	7	eon	seot1	䘏		仝恤		
D5120	B36J10	51	s	eot	6	9	eon	seot6	朮		白～，藥名		
D5121	B36J13	51	s	eot	6	9	eon	seot6	述		作～，口～		
D5122	B36J15	51	s	eot	6	9	eon	seot6	術		法～，算～		
D5123	B36K02	51	j	eon	6	6	eon	jeon6	閏	閠	～月		
D5124	B36K03	51	j	eon	6	6	eon	jeon6	潤		～澤，濕～		
D5125	B37A02	51	d	eon	1	1	eon	deon1	敦		～厚，～睦		
D5126	B37A05	51	d	eon	1	1	eon	deon1	噸		十六担八為一～		
D5127	B37B06	51	d	eon	6	6	eon	deon6	頓		叩頭		
D5128	B37B04	51	d	eon	6	6	eon	deon6	鈍		呆～		
D5129	B37B05	51	d	eon	6	6	eon	deon6	遁		逃走		
D5130	B37B08	51	d	eon	6	6	eon	deon6	燉		蒸～，～品		
D5131	B37C01	51	t	eon	5	5	eon	teon5	盾		古時之兵器，矛～		
D5132	B38A03	51	z	yun	1	1	yun	zyun1	尊		～長，～卑，～貴		
D5133	B38A02	51	z	yun	1	1	yun	zyun1	專	専	～一，～心，～門		
D5134	B38A01	51	z	yun	1	1	yun	zyun1	耑		～一，～心，～門	Y	
D5135	B38A12	51	z	yun	1	1	yun	zyun1	磚		～瓦，～頭		
D5136	B38A18	51	z	yun	2	2	yun	zyun2	轉		～動，旋～		
D5137	B38A27	51	z	yun	3	3	yun	zyun3	鑽		～石，又螺絲～		
D5138	B38B01	51	z	yun	6	6	yun	zyun6	傳		～記，經～，史～		
D5139	B38C01	51	z	yut	3	8	yun	zyut3	拙		呆～		
D5140	B38C08	51	z	yut	3	8	yun	zyut3	啜		～食，又哭泣貌		
D5141	B38C16	51	z	yut	3	8	yun	zyut3	輟		止也		
D5142	B38C21	51	z	yut	6	9	yun	zyut6	絶	絕	斷～，～路		
D5143	B38D01	51	c	yun	1	1	yun	cyun1	川		山～		
D5144	B38D03	51	c	yun	1	1	yun	cyun1	村		鄉～		
D5145	B38D05	51	c	yun	1	1	yun	cyun1	穿		～孔		
D5146	B38D09	51	c	yun	2	2	yun	cyun2	忖		～度，料也		
D5201	B38D13	52	c	yun	2	2	yun	cyun2	湍		～急		
D5202	B38D14	52	c	yun	2	2	yun	cyun2	揣		～摩		
D5203	B38D15	52	c	yun	2	2	yun	cyun2	喘		氣～		
D5204	B38D19	52	c	yun	2	2	yun	cyun2	竄		逃也		
D5205	B38D24	52	c	yun	3	3	yun	cyun3	釧		鈪～		
D5206	B38D20	52	c	yun	3	3	yun	cyun3	寸		尺～，十分為～		
D5207	B38D23	52	c	yun	3	3	yun	cyun3	串		貫～，一～		
D5208	B38E01	52	c	yun	4	4	yun	cyun4	全		完～		
D5209	B38E02	52	c	yun	4	4	yun	cyun4	存		留～		
D5210	B38E05	52	c	yun	4	4	yun	cyun4	泉		～水，有源之水		
D5211	B38E09	52	c	yun	4	4	yun	cyun4	痊		病好曰～		
D5212	B38E12	52	c	yun	4	4	yun	cyun4	傳		～達，～授，遺～		
D5213	B38F02	52	c	yut	3	8	yun	cyut3	猝		倉～，忽然也		
D5214	B38F05	52	c	yut	3	8	yun	cyut3	撮		～合，～影		
D5215	B38G04	52	n	yun	5	5	yun	nyun5	暖		不冷也，如～熱		
D5216	B38G06	52	n	yun	5	5	yun	nyun5	煖		不冷也，如～熱	Y	
D5217		52	n	yun	5	5	yun	nyun5	媛		美女也		
D5218	B38G08	52	n	yun	6	6	yun	nyun6	嫩		老～，嬌～，少～		
D5219	B38H03	52	s	yun	1	1	yun	syun1	孫		子～。又姓～		
D5220	B38H02	52	s	yun	1	1	yun	syun1	宣		～言。明也，佈也		
D5221	B38H14	52	s	yun	1	1	yun	syun1	酸		～甜，寒～		
D5222	B38H17	52	s	yun	2	2	yun	syun2	損		～害，～失		
D5223	B38H18	52	s	yun	2	2	yun	syun2	選		挑～，～舉		
D5224	B38H22	52	s	yun	3	3	yun	syun3	蒜		葱～		
D5225	B38H23	52	s	yun	3	3	yun	syun3	算		計～，～數		
D5226	B38I03	52	s	yun	4	4	yun	syun4	船		～艇，輪～		
D5227	B38I02	52	s	yun	4	4	yun	syun4	旋		～轉，又回也		
D5228	B38I04	52	s	yun	4	4	yun	syun4	漩		水回～，轉也		
D5229	B38I10	52	s	yun	5	5	yun	syun5	吮		以口啐之曰～		
D5230	B38I13	52	s	yun	6	6	yun	syun6	篆		～字		
D5231	B38J02	52	s	yut	3	8	yun	syut3	説	說	～話，演～		
D5232	B38J01	52	s	yut	3	8	yun	syut3	雪		霜～，落～		
D5233	B38K04	52	j	yun	1	1	yun	jyun1	淵		深水也。又～博		
D5234	B38K03	52	j	yun	1	1	yun	jyun1	冤	寃	～枉，～屈		
D5235	B38K09	52	j	yun	1	1	yun	jyun1	鴛		～鴦		
D5236	B38K15	52	j	yun	2	2	yun	jyun2	宛		似也		
D5237	B38K20	52	j	yun	2	2	yun	jyun2	婉		～轉，柔順也		
D5238	B38K26	52	j	yun	2	2	yun	jyun2	蜿		蛇行之狀		
D5239	B38K18	52	j	yun	2	2	yun	jyun2	苑		動物園		
D5240	B38K28	52	j	yun	3	3	yun	jyun3	怨		仇也，恨也		
D5241	B38L02	52	j	yun	4	4	yun	jyun4	元		始也，銀～，～首		
D5242	B38L23	52	j	yun	4	4	yun	jyun4	原		～本，～諒		
D5243	B38L06	52	j	yun	4	4	yun	jyun4	完		全也，盡也，備也		
D5244	B38L22	52	j	yun	4	4	yun	jyun4	員		職～，銀～		
D5245	B38L38	52	j	yun	4	4	yun	jyun4	園		花～，～林		
D5246	B38L03	52	j	yun	4	4	yun	jyun4	玄	𤣥	黑色，深也，寂也		
D5247	B38L15	52	j	yun	4	4	yun	jyun4	沿		依循		
D5248	B38L29	52	j	yun	4	4	yun	jyun4	援		救～，～助		
D5249	B38L33	52	j	yun	4	4	yun	jyun4	源		河～		
D5250	B38L34	52	j	yun	4	4	yun	jyun4	圓	圎	方～，銀～		
D5251	B38L35	52	j	yun	4	4	yun	jyun4	猿		～猴		
D5301	B38L40	53	j	yun	4	4	yun	jyun4	鉛		～錫，礦質		
D5302	B38L20	53	j	yun	4	4	yun	jyun4	袁		姓～		
D5303	B38L51	53	j	yun	4	4	yun	jyun4	緣	縁	因也，姻～		
D5304	B38L28	53	j	yun	4	4	yun	jyun4	媛		稱人之女曰令～		
D5305	B38L01	53	j	yun	4	4	yun	jyun4	丸		彈～，藥～		
D5306	B38L57	53	j	yun	4	4	yun	jyun4	懸		吊起曰～		
D5307	B38L59	53	j	yun	5	5	yun	jyun5	阮		姓～		
D5308	B38L61	53	j	yun	5	5	yun	jyun5	軟		柔～		
D5309	B38L67	53	j	yun	5	5	yun	jyun5	遠		～近		
D5310	B38L79	53	j	yun	6	6	yun	jyun6	愿		誠誓，謹～		
D5311	B38L82	53	j	yun	6	6	yun	jyun6	願		情～，～望		
D5312	B38L77	53	j	yun	6	6	yun	jyun6	院		書～，又深屋也		
D5313	B38L81	53	j	yun	6	6	yun	jyun6	縣		省～，～邑		
D5314	B38M01	53	j	yut	3	8	yun	jyut3	乙		一也。甲～		
D5315	B38M05	53	j	yut	6	9	yun	jyut6	月		日～，～份		
D5316	B38M14	53	j	yut	6	9	yun	jyut6	粤	粵	廣東曰～		
D5317	B38M20	53	j	yut	6	9	yun	jyut6	閲	閱	視也。又～歷		
D5318	B38M07	53	j	yut	6	9	yun	jyut6	穴		孔也		
D5319	B38M12	53	j	yut	6	9	yun	jyut6	悦	悅	歡喜		
D5320	B38M15	53	j	yut	6	9	yun	jyut6	越		過也，超出		
D5321	B38N01	53	g	yun	1	1	yun	gyun1	捐		～助，又棄也		
D5322	B38N02	53	g	yun	1	1	yun	gyun1	涓		～滴，水流之貌		
D5323	B38N04	53	g	yun	1	1	yun	gyun1	娟		女～		
D5324	B38N11	53	g	yun	1	1	yun	gyun1	鵑		杜～，雀名		
D5325	B38N13	53	g	yun	2	2	yun	gyun2	卷	巻	書～		
D5326	B38N14	53	g	yun	2	2	yun	gyun2	捲		～曲，包～		
D5327	B38N17	53	g	yun	3	3	yun	gyun3	券		契約，票也		
D5328	B38N23	53	g	yun	3	3	yun	gyun3	絹		絲也		
D5329	B38N20	53	g	yun	3	3	yun	gyun3	眷		親屬，又顧念也		
D5330	B38O02	53	g	yun	6	6	yun	gyun6	倦		疲～		
D5331	B38Q01	53	k	yun	4	4	yun	kyun4	拳		～頭，打～		
D5332	B38Q07	53	k	yun	4	4	yun	kyun4	權		～勢，～限		
D5333	B38Q09	53	k	yun	4	4	yun	kyun4	顴		面頰骨曰～		
D5334	B38R03	53	k	yut	3	8	yun	kyut3	决	決	～斷，～定		
D5335	B38R08	53	k	yut	3	8	yun	kyut3	缺		少也。欠～，～憾		
D5336	B38R10	53	k	yut	3	8	yun	kyut3	訣		歌～，秘～，～別		
D5337	B38R14	53	k	yut	3	8	yun	kyut3	厥		其也		
D5338	B39A04	53	d	yun	1	1	yun	dyun1	端		正也，始也。無～		
D5339	B39A05	53	d	yun	2	2	yun	dyun2	短		不長也，如～小		
D5340	B39A08	53	d	yun	3	3	yun	dyun3	鍛		錘～		
D5341	B39A06	53	d	yun	3	3	yun	dyun3	煅		～煉，～灰		
D5342	B39B01	53	d	yun	6	6	yun	dyun6	段		片～，一～		
D5343	B39B05	53	d	yun	6	6	yun	dyun6	緞		綢～		
D5344	B39B07	53	d	yun	6	6	yun	dyun6	斷		決～，截～		
D5345	B39C01	53	d	yut	6	9	yun	dyut6	奪		搶～，爭～		
D5346	B39D08	53	t	yun	4	4	yun	tyun4	團		～結，～圓，～叙		
D5347	B39D01	53	t	yun	4	4	yun	tyun4	屯		積聚		
D5348	B39D05	53	t	yun	4	4	yun	tyun4	豚		豬也		
D5349	B39D13	53	t	yun	4	4	yun	tyun4	臀		屁股		
D5350	B39E03	53	t	yut	3	8	yun	tyut3	脱	脫	解～，～衫		
D5351	B39F05	53	h	yun	1	1	yun	hyun1	圈	圏	圓～		
D5352	B39F07	53	h	yun	1	1	yun	hyun1	喧		～譁		
D5353	B39F11	53	h	yun	1	1	yun	hyun1	萱		草名，又母曰～		
D5354	B39F27	53	h	yun	2	2	yun	hyun2	犬		狗～		
D5401	B39F31	54	h	yun	3	3	yun	hyun3	券		契約		
D5402	B39F34	54	h	yun	3	3	yun	hyun3	勸		～勉，規～		
D5403	B39G01	54	h	yut	3	8	yun	hyut3	血		氣血		
D5404	B40A02	54	z	oeng	1	1	oeng	zoeng1	張		開也，紙～，又姓		
D5405	B40A01	54	z	oeng	1	1	oeng	zoeng1	將	将	～近，～就，～軍		
D5406	B40A03	54	z	oeng	1	1	oeng	zoeng1	章		文～		
D5407	B40A10	54	z	oeng	1	1	oeng	zoeng1	彰		著也，明也		
D5408	B40A13	54	z	oeng	1	1	oeng	zoeng1	樟		木名		
D5409	B40A11	54	z	oeng	1	1	oeng	zoeng1	漿		～汁		
D5410	B40A18	54	z	oeng	1	1	oeng	zoeng1	鱆		～魚		
D5411	B40A12	54	z	oeng	1	1	oeng	zoeng1	璋		玉名		
D5412	B40A21	54	z	oeng	2	2	oeng	zoeng2	掌		手～		
D5413	B40A24	54	z	oeng	2	2	oeng	zoeng2	蔣	蒋	姓～		
D5414	B40A23	54	z	oeng	2	2	oeng	zoeng2	奬	奨|獎	～賞，～勵		
D5415	B40A25	54	z	oeng	2	2	oeng	zoeng2	槳		扒船之～		
D5416	B40A26	54	z	oeng	3	3	oeng	zoeng3	仗		打～		
D5417	B40A27	54	z	oeng	3	3	oeng	zoeng3	帳		布～		
D5418	B40A28	54	z	oeng	3	3	oeng	zoeng3	悵		恨也		
D5419	B40A30	54	z	oeng	3	3	oeng	zoeng3	將	将	大～，～帥		
D5420	B40A38	54	z	oeng	3	3	oeng	zoeng3	醬	醤	～料，～油		
D5421	B40A35	54	z	oeng	3	3	oeng	zoeng3	漲		大也		
D5422	B40A31	54	z	oeng	3	3	oeng	zoeng3	脹		腫～，蠱～		
D5423	B40A32	54	z	oeng	3	3	oeng	zoeng3	障		隔～，～礙		
D5424	B40A37	54	z	oeng	3	3	oeng	zoeng3	瘴		～疫		
D5425	B40A36	54	z	oeng	3	3	oeng	zoeng3	賬		～部，～目，貨～		
D5426	B40B01	54	z	oeng	6	6	oeng	zoeng6	丈		十尺一丈，又丈夫		
D5427	B40B02	54	z	oeng	6	6	oeng	zoeng6	仗		儀～		
D5428	B40B04	54	z	oeng	6	6	oeng	zoeng6	杖		枴～		
D5429	B40B03	54	z	oeng	6	6	oeng	zoeng6	匠		工～		
D5430	B40B06	54	z	oeng	6	6	oeng	zoeng6	像		形～		
D5431	B40B05	54	z	oeng	6	6	oeng	zoeng6	象		獸名。又似也		
D5432	B40C04	54	z	oek	3	8	oeng	zoek3	酌		飲酒，斟～		
D5433	B40C05	54	z	oek	3	8	oeng	zoek3	雀		麻～		
D5434	B40C03	54	z	oek	3	8	oeng	zoek3	桌		枱～		
D5435	B40C12	54	z	oek	3	8	oeng	zoek3	鵲		喜～		
D5436	B40C11	54	z	oek	3	8	oeng	zoek3	爵		官～		
D5437	B40C13	54	z	oek	3	8	oeng	zoek3	嚼		咀～		
D5438	B40C07	54	z	oek	3	8	oeng	zoek3	着		～衫，～實		
D5439	B40C18	54	z	oek	6	9	oeng	zoek6	着		合也，使也		
D5440	B40D04	54	c	oeng	1	1	oeng	coeng1	倡		提～		
D5441	B40D08	54	c	oeng	1	1	oeng	coeng1	窗		～門		
D5442	B40D03	54	c	oeng	1	1	oeng	coeng1	昌		興旺		
D5443	B40D07	54	c	oeng	1	1	oeng	coeng1	娼		～妓		
D5444	B40D05	54	c	oeng	1	1	oeng	coeng1	猖		～狂		
D5445	B40D18	54	c	oeng	1	1	oeng	coeng1	鎗		刀～，～炮		
D5446	B40D11	54	c	oeng	1	1	oeng	coeng1	槍		刀～，～炮	Y	
D5447	B40D21	54	c	oeng	2	2	oeng	coeng2	搶		強～，奪～		
D5448	B40D26	54	c	oeng	3	3	oeng	coeng3	唱		～歌		
D5449	B40D28	54	c	oeng	3	3	oeng	coeng3	暢		通～，～旺，歡～		
D5450	B40E08	54	c	oeng	4	4	oeng	coeng4	祥		吉～		
D5451	B40E13	54	c	oeng	4	4	oeng	coeng4	詳		～細		
D5452	B40E04	54	c	oeng	4	4	oeng	coeng4	長		～久，～短		
D5453	B40E11	54	c	oeng	4	4	oeng	coeng4	場	塲	市～，球～		
D5454	B40E12	54	c	oeng	4	4	oeng	coeng4	腸		～臟		
D5455	B40E20	54	c	oeng	4	4	oeng	coeng4	牆		～壁		
D5456	B40E16	54	c	oeng	4	4	oeng	coeng4	墻		～壁	Y	
D5457	B40E05	54	c	oeng	4	4	oeng	coeng4	戕		傷也，害也		
D5458	B40F05	54	c	oek	3	8	oeng	coek3	灼		火光燒也		
D5459	B40F03	54	c	oek	3	8	oeng	coek3	芍		～藥，花名		
D5501	B40F06	55	c	oek	3	8	oeng	coek3	卓		高也，超～		
D5502	B40G01	55	n	oeng	4	4	oeng	noeng4	娘		姑～，～親		
D5503	B40H04	55	s	oeng	1	1	oeng	soeng1	商		～人，～量		
D5504	B40H03	55	s	oeng	1	1	oeng	soeng1	相		～交，又共也		
D5505	B40H06	55	s	oeng	1	1	oeng	soeng1	湘		水名，湖南曰～		
D5506	B40H05	55	s	oeng	1	1	oeng	soeng1	廂		～房		
D5507	B40H12	55	s	oeng	1	1	oeng	soeng1	箱		衣～，木～		
D5508	B40H09	55	s	oeng	1	1	oeng	soeng1	傷		損～，～感		
D5509	B40H16	55	s	oeng	1	1	oeng	soeng1	雙		～單		
D5510	B40H14	55	s	oeng	1	1	oeng	soeng1	襄		～助		
D5511	B40H27	55	s	oeng	1	1	oeng	soeng1	鑲		～牙		
D5512	B40H13	55	s	oeng	1	1	oeng	soeng1	霜		～雪，～露		
D5513	B40H15	55	s	oeng	1	1	oeng	soeng1	觴		酒杯		
D5514	B40H30	55	s	oeng	2	2	oeng	soeng2	想		思～，欲也		
D5515	B40H31	55	s	oeng	2	2	oeng	soeng2	賞		獎～		
D5516	B40H34	55	s	oeng	3	3	oeng	soeng3	相		視也，～貌		
D5517	B40I03	55	s	oeng	4	4	oeng	soeng4	常		時～，經～		
D5518	B40I08	55	s	oeng	4	4	oeng	soeng4	嘗		～試，公～		
D5519	B40I07	55	s	oeng	4	4	oeng	soeng4	裳		衣～		
D5520	B40I09	55	s	oeng	4	4	oeng	soeng4	償		～還，～願		
D5521	B40I12	55	s	oeng	6	6	oeng	soeng6	上		～下		
D5522	B40I13	55	s	oeng	6	6	oeng	soeng6	尚	尙	上也，高～		
D5523	B40J03	55	s	oek	3	8	oeng	soek3	削		刮～，刻～，～奪		
D5524	B40K01	55	j	oeng	1	1	oeng	joeng1	央		中～。又求也		
D5525	B40K09	55	j	oeng	1	1	oeng	joeng1	秧		禾～		
D5526	B40K07	55	j	oeng	1	1	oeng	joeng1	殃		禍也		
D5527	B40K11	55	j	oeng	1	1	oeng	joeng1	鴦		鴛～，鳥名		
D5528	B40K12	55	j	oeng	2	2	oeng	joeng2	映		光～		
D5529	B40L05	55	j	oeng	4	4	oeng	joeng4	洋		～海，大～		
D5530	B40L01	55	j	oeng	4	4	oeng	joeng4	羊		牛～		
D5531	B40L17	55	j	oeng	4	4	oeng	joeng4	楊		～柳		
D5532	B40L11	55	j	oeng	4	4	oeng	joeng4	陽		太～，陰～		
D5533	B40L12	55	j	oeng	4	4	oeng	joeng4	揚		宣～，發～		
D5534	B40L24	55	j	oeng	4	4	oeng	joeng4	攘		奪也，偷也		
D5535	B40L38	55	j	oeng	5	5	oeng	joeng5	養		～育		
D5536	B40L33	55	j	oeng	5	5	oeng	joeng5	仰		～望，～慕		
D5537	B40L39	55	j	oeng	5	5	oeng	joeng5	癢		痕～		
D5538	B40L35	55	j	oeng	5	5	oeng	joeng5	氧		～氣，化學名		
D5539	B40L41	55	j	oeng	6	6	oeng	joeng6	恙		病也		
D5540	B40L43	55	j	oeng	6	6	oeng	joeng6	樣	様	模～，式～		
D5541	B40L52	55	j	oeng	6	6	oeng	joeng6	釀		醖～，製酒		
D5542	B40L51	55	j	oeng	6	6	oeng	joeng6	讓		謙～		
D5543	B40M01	55	j	oek	3	8	oeng	joek3	約		大～，儉～，～束		
D5544	B40M04	55	j	oek	6	9	oeng	joek6	曰		話也		
D5545	B40M07	55	j	oek	6	9	oeng	joek6	若		如也，汝也		
D5546	B40M09	55	j	oek	6	9	oeng	joek6	弱		強～，柔～，～冠		
D5547	B40M06	55	j	oek	6	9	oeng	joek6	虐		殘暴		
D5548	B40M18	55	j	oek	6	9	oeng	joek6	藥		治病之物，如～丸		
D5549	B40M11	55	j	oek	6	9	oeng	joek6	葯		治病之物，如～丸	Y	
D5550	B40M20	55	j	oek	6	9	oeng	joek6	躍		跳～		
D5551	B40M15	55	j	oek	6	9	oeng	joek6	謔		諧～		
D5552	B40M12	55	j	oek	6	9	oeng	joek6	瘧		～疾，發冷病		
D5553	B40M24	55	j	oek	6	9	oeng	joek6	鑰		鎖～		
D5601	B41A02	56	g	oeng	1	1	oeng	goeng1	姜		姓～		
D5602	B41A01	56	g	oeng	1	1	oeng	goeng1	羌		強也，西戎之名		
D5603	B41A11	56	g	oeng	1	1	oeng	goeng1	疆		境界也，又盡也		
D5604	B41A06	56	g	oeng	1	1	oeng	goeng1	僵		跌倒也，又～硬		
D5605	B41A08	56	g	oeng	1	1	oeng	goeng1	薑		生～，～葱		
D5606	B41A10	56	g	oeng	1	1	oeng	goeng1	殭		～屍		
D5607	B41B01	56	g	oek	3	8	oeng	goek3	脚	腳	手～		
D5608	B41B02	56	g	oek	3	8	oeng	goek3	腳	脚	手～	Y	
D5609	B41D01	56	k	oeng	4	4	oeng	koeng4	強	强	～壯，～弱		
D5610	B41D04	56	k	oeng	5	5	oeng	koeng5	強	强	勉～力行		
D5611		56	k	oeng	5	5	oeng	koeng5	蔃		根～		
D5612	B41E01	56	k	oek	3	8	oeng	koek3	却	卻	退～		
D5613	B41F01	56	d	oek	3	8	oeng	doek3	啄		鳥食曰～		
D5614	B41F04	56	d	oek	3	8	oeng	doek3	琢		雕刻		
D5615	B41G01	56	h	oeng	1	1	oeng	hoeng1	香		～水，～味		
D5616	B41G03	56	h	oeng	1	1	oeng	hoeng1	鄉	郷|鄕	～村		
D5617	B41G06	56	h	oeng	2	2	oeng	hoeng2	享		～受		
D5618	B41G10	56	h	oeng	2	2	oeng	hoeng2	餉		糧～		
D5619	B41G14	56	h	oeng	2	2	oeng	hoeng2	響		聲～，～應		
D5620	B41G08	56	h	oeng	2	2	oeng	hoeng2	响		聲～，～應	Y	
D5621	B41G16	56	h	oeng	3	3	oeng	hoeng3	向		方～，志～		
D5622	B41G19	56	h	oeng	3	3	oeng	hoeng3	嚮		方～，～導		
D5623	B42A03	56	z	aai	1	1	aai	zaai1	齋		素食，書～		
D5624	B42A06	56	z	aai	3	3	aai	zaai3	債		欠～，錢～		
D5625	B42B04	56	z	aai	6	6	aai	zaai6	寨		營～		
D5626	B42C01	56	c	aai	1	1	aai	caai1	差		～委，～遣，～人		
D5627	B42C02	56	c	aai	1	1	aai	caai1	釵		髻針		
D5628	B42C04	56	c	aai	1	1	aai	caai1	猜		～疑，～中，～忌，～枚		
D5629	B42C06	56	c	aai	2	2	aai	caai2	踹		用腳踐踏		
D5630	B42C05	56	c	aai	2	2	aai	caai2	跴		追也。又～緝		
D5631	B42D01	56	c	aai	4	4	aai	caai4	柴		燒～，火～		
D5632	B42D02	56	c	aai	4	4	aai	caai4	豺		～狼，獸名		
D5633	B42F01	56	n	aai	5	5	aai	naai5	乃		於是，然後		
D5634	B42F03	56	n	aai	5	5	aai	naai5	廼	迺	仝乃		
D5635	B42F02	56	n	aai	5	5	aai	naai5	奶		乳也，牛～		
D5636	B42G02	56	s	aai	2	2	aai	saai2	徙		搬～		
D5637	B42G11	56	s	aai	2	2	aai	saai2	璽		天子之印曰～		
D5638	B42G16	56	s	aai	3	3	aai	saai3	晒		日～，～衫		
D5639	B42G19	56	s	aai	3	3	aai	saai3	曬		仝晒		
D5640	B42H01	56	s	aai	5	5	aai	saai5	䑛	舐	用脷～		
D5701	B42I02	57	g	aai	1	1	aai	gaai1	佳		好也		
D5702	B42I03	57	g	aai	1	1	aai	gaai1	皆		全也，俱也		
D5703	B42I07	57	g	aai	1	1	aai	gaai1	階		級也，級台		
D5704	B42I10	57	g	aai	1	1	aai	gaai1	楷		正～，～書		
D5705	B42I04	57	g	aai	1	1	aai	gaai1	偕		帶也，同也		
D5706	B42I09	57	g	aai	1	1	aai	gaai1	街		～路		
D5707	B42I13	57	g	aai	2	2	aai	gaai2	解		～散，講～		
D5708	B42I14	57	g	aai	3	3	aai	gaai3	介		～紹，耿～，一～		
D5709	B42I24	57	g	aai	3	3	aai	gaai3	界		境～，～限		
D5710	B42I19	57	g	aai	3	3	aai	gaai3	芥		～菜		
D5711	B42I16	57	g	aai	3	3	aai	gaai3	戒		警～，～除		
D5712	B42I23	57	g	aai	3	3	aai	gaai3	疥		瘡～		
D5713	B42I30	57	g	aai	3	3	aai	gaai3	誡		勸～，訓～		
D5714	B42I26	57	g	aai	3	3	aai	gaai3	蚧		與蠏通。又蜆～		
D5715	B42I22	57	g	aai	3	3	aai	gaai3	屆	届	到也，當也		
D5716	B42I29	57	g	aai	3	3	aai	gaai3	解		～犯，～粮		
D5717	B42K02	57	ng	aai	4	4	aai	ngaai4	涯		水邊		
D5718	B42K03	57	ng	aai	4	4	aai	ngaai4	崖		山～，～州		
D5719	B42K04	57	ng	aai	4	4	aai	ngaai4	捱		～苦		
D5720	B42K08	57	ng	aai	6	6	aai	ngaai6	艾		草名，止也，美也		
D5721	B42L02	57	d	aai	2	2	aai	daai2	歹		不善，壞也		
D5722	B42L04	57	d	aai	3	3	aai	daai3	帶	帯	携～，引～		
D5723	B42L06	57	d	aai	3	3	aai	daai3	戴		～帽。又姓		
D5724	B42M01	57	d	aai	6	6	aai	daai6	大		巨也。～小		
D5725	B43A02	57	t	aai	3	3	aai	taai3	太		～過，甚也		
D5726	B43A03	57	t	aai	3	3	aai	taai3	汰		淘～		
D5727	B43A05	57	t	aai	3	3	aai	taai3	泰		通也，安也，～山		
D5728	B43A08	57	t	aai	3	3	aai	taai3	態		～度，情～，體～		
D5729	B43A07	57	t	aai	3	3	aai	taai3	貸		借也		
D5730	B43B02	57	t	aai	5	5	aai	taai5	舵		船尾之～		
D5731	B43C03	57	b	aai	2	2	aai	baai2	擺		搖～，～檔		
D5732	B43C05	57	b	aai	3	3	aai	baai3	拜		～候，～神		
D5733	B43C06	57	b	aai	3	3	aai	baai3	湃		澎～，水聲也		
D5734	B43D02	57	b	aai	6	6	aai	baai6	敗		失～，成～		
D5735	B43E01	57	p	aai	3	3	aai	paai3	派		水～，分～，～出		
D5736	B43F03	57	p	aai	4	4	aai	paai4	排		行列也，又推也		
D5737	B43F04	57	p	aai	4	4	aai	paai4	牌		招～		
D5738	B43F10	57	p	aai	5	5	aai	paai5	憊		疲倦		
D5739	B43G01	57	m	aai	4	4	aai	maai4	埋		～葬，～藏		
D5740	B43G04	57	m	aai	5	5	aai	maai5	買		～入，～賣		
D5741	B43G07	57	m	aai	6	6	aai	maai6	賣		～出，買～		
D5742	B43G08	57	m	aai	6	6	aai	maai6	邁		往也。老～		
D5801	B43H01	58	f	aai	3	3	aai	faai3	快		速也。～樂		
D5802	B43H03	58	f	aai	3	3	aai	faai3	塊		片也		
D5803	B43H05	58	f	aai	3	3	aai	faai3	筷		～子		
D5804	B43H02	58	f	aai	3	3	aai	faai3	傀		～儡，木頭公仔		
D5805	B43I01	58	w	aai	1	1	aai	waai1	歪		不正		
D5806	B43J02	58	w	aai	4	4	aai	waai4	淮		～河		
D5807	B43J03	58	w	aai	4	4	aai	waai4	槐		～樹		
D5808	B43J05	58	w	aai	4	4	aai	waai4	懷		想念，～抱，藏也		
D5809	B43J08	58	w	aai	6	6	aai	waai6	壞		物腐，變～		
D5810	B43K01	58	gw	aai	1	1	aai	gwaai1	乖		～戾，～背也		
D5811	B43K02	58	gw	aai	2	2	aai	gwaai2	拐		誘～，～帶		
D5812	B43K03	58	gw	aai	2	2	aai	gwaai2	枴	柺	～丈		
D5813	B43K06	58	gw	aai	3	3	aai	gwaai3	怪		奇～		
D5814	B43L01	58		aai	1	1	aai	aai1	挨		～凭		
