# 資料庫版本: 2020-06-14
序號	頁碼	勘誤表頁碼	音節組	字頭	兼容字頭	讀音	聲調	讀音分類	讀音備註	釋義	字條校訂註	義項#	讀音#
318.0.04.0.11	305		mút	末		mút꜇	陽入					1/1	1/1
318.0.05.0.11	305		mút	茉		mút꜇	陽入					1/1	1/1
318.0.06.0.11	305		mút	没|殁	沒|歿	mút꜇	陽入					1/1	1/1
319.0.01.0.11	306		ná	𤸻		꜀ná	陰平					1/1	1/1
319.0.02.0.11	306		ná	拏|拿		꜁ná	陽平					1/1	1/1
319.0.03.0.11	306		ná	詉		꜁ná	陽平					1/1	1/1
319.0.04.0.11	306		ná	乸		꜂ná	陰上					1/1	1/1
319.0.05.0.11	306		ná	那		꜂ná	陰上					1/1	1/1
319.0.06.0.11	306		ná	拿		ná꜅	陽去					1/1	1/1
320.0.01.0.11	306		nai	泥		꜁nai	陽平					1/1	1/1
320.0.02.0.11	306		nai	坭		꜁nai	陽平					1/1	1/1
321.0.01.0.11	306		nái	奶		꜀nái	陰平					1/1	1/1
321.0.02.0.11	307		nái	奶|嬭|妳		꜃nái	陽上					1/1	1/1
321.0.03.0.11	307		nái	乃|廼	迺	꜃nái	陽上					1/1	1/1
321.0.04.0.11	307		nái	鼐		꜃nái	陽上					1/1	1/1
321.0.05.0.11	307	723	nái	𠮨		nái꜄	陰去			A colloquial word; to tie up, to fasten on; to hang on, or depend upon one, as a family…|A colloquial word. Used for [tái꜄] in the term [nái꜄ ꜂shui ꜂lò], a pilot; [nái꜄ ꜀máu], one who refuses to confess his debts		1/1	1/1
321.0.06.0.11	307		nái	疓		nái꜅	陽去					1/1	1/1
322.0.01.0.11	307		nak	𪙛		nak꜆	陰入					1/1	1/1
323.0.01.0.11	307		nam	腍		꜁nam	陽平					1/1	1/1
323.0.02.0.11	308		nam	稔		꜃nam	陽上					1/1	1/1
323.0.03.0.11	308		nam	淰		nam꜅	陽去					1/1	1/1
324.0.01.0.11	308		nám	男		꜁nám	陽平					1/1	1/1
324.0.02.0.11	308		nám	南		꜁nám	陽平					1/1	1/1
324.0.03.0.11	308		nám	喃		꜁nám	陽平					1/1	1/1
324.0.04.0.11	308		nám	諵		꜁nám	陽平					1/1	1/1
324.0.05.0.11	308		nám	楠|枏		꜁nám	陽平					1/1	1/1
324.0.06.0.11	308		nám	蚺		꜁nám	陽平					1/1	1/1
324.0.07.0.11	308		nám	揇		꜂nám	陰上					1/1	1/1
324.0.08.0.11	309		nám	腩		꜂nám	陰上					1/1	1/1
324.0.09.0.11	309		nám	𨅏		nám꜄	陰去					1/1	1/2
324.0.09.0.12	309		nám	𨅏		lám꜄	陰去	ALSO_PRO				1/1	2/2
325.0.01.0.11	309		nan	奶		꜀nan	陰平					1/1	1/1
325.0.02.0.11	309		nan	㤻		꜂nan	陰上					1/1	1/1
326.0.01.0.11	309		nán	難		꜁nán	陽平					1/1	1/1
326.0.02.0.11	309		nán	赧		꜂nán	陰上					1/1	1/1
326.0.03.0.11	309		nán	戁		꜂nán	陰上					1/1	1/1
326.0.04.0.11	309		nán	𧕴		nán꜄	陰去					1/1	1/1
326.0.05.0.11	310		nán	難		nán꜅	陽去					1/1	1/1
327.0.01.0.11	310		nang	能		꜀nang	陰平					1/1	1/1
327.0.02.0.11	310		nang	能		꜁nang	陽平					1/1	1/1
327.0.03.0.11	310		nang	褦		꜂nang	陰上			A colloquial word; to walk on the heels; [꜂nang ꜂nang ꜃há], limp along; [꜀chang ꜂nang], to dig the heels into the ground		1/2	1/1
327.0.03.0.21	310		nang	褦		nang꜄	陰去			To tie up; to connect with, to be attached to; to go with one; [nang꜄ chü꜅ ꜃k‘ü], tie him up		2/2	1/1
328.0.01.0.11	310		nap	粒		nap꜆	陰入					1/1	1/1
328.0.02.0.11	310		nap	凹		nap꜆	陰入					1/1	1/1
328.0.03.0.11	310	723	nap	湆		nap꜇	陽入			A colloquial word; sticky or oily, as machinery; slushy, splashy, as mud; … [shap꜆ nap꜇ nap꜇] very muddy, as the streets|Also means indisposed, ailing, [nap꜇ ꜂kí yat꜇] out of sorts for some days…		1/2	1/1
328.0.03.0.21	310	723	nap	湆		yap꜆	陰入			Dark and damp		2/2	1/1
329.0.01.0.11	310		náp	納		náp꜇	陽入					1/1	1/1
329.0.02.0.11	311		náp	衲		náp꜇	陽入					1/1	1/1
329.0.03.0.11	311		náp	軜		náp꜇	陽入					1/1	1/1
330.0.01.0.11	311		nat	嫐		nat꜆	陰入			A colloquial word; joyful, happy, frolicsome; pleased with; [꜂fo ꜀ín nat꜆ ꜀nau], the smoke irratates me; [nat꜆ ꜃k‘ü], I like him		1/1	1/1
331.0.01.0.11	311	723	nát	鈉		nát꜆	陰入			A colloquial word; to iron with a flat-iron; to scar, to smooth; to press on, to lay over…|Also means to fire a cannon; [nát꜆ p‘áu꜄] to touch off a cannon		1/2	1/1
331.0.01.0.21	311	723	nát	鈉		náp꜇	陽入			To sharpen wood as for a handle; to hammer out iron, to point it		2/2	1/1
331.0.02.0.11	311		nát	捺		nát꜇	陽入					1/1	1/1
332.0.01.0.11	311		nau	嬲		꜀nau	陰平					1/1	1/1
332.0.02.0.11	311		nau	扭		꜂nau	陰上					1/1	1/1
332.0.03.0.11	312		nau	鈕		꜂nau	陰上					1/1	1/1
332.0.04.0.11	312		nau	杻		꜂nau	陰上					1/1	1/1
332.0.05.0.11	312		nau	㽲		꜂nau	陰上					1/1	1/1
332.0.06.0.11	312		nau	紐		꜂nau	陰上					1/1	1/1
332.0.07.0.11	312		nau	狃		꜂nau	陰上					1/1	1/1
332.0.08.0.11	312		nau	耨		nau꜅	陽去					1/1	1/1
332.0.09.0.11	312		nau	倃		nau꜅	陽去					1/1	1/1
332.0.09.1.11		723	nau	縟		nau꜅	陽去					1/1	1/1
333.0.01.0.11	312		náu	橈		꜁náu	陽平					1/1	1/1
333.0.02.0.11	312		náu	譊		꜁náu	陽平					1/1	1/1
333.0.03.0.11	312		náu	呶		꜁náu	陽平					1/1	1/1
333.0.04.0.11	312		náu	怓		꜁náu	陽平					1/1	1/1
333.0.05.0.11	312		náu	鐃		꜁náu	陽平					1/1	1/1
333.0.06.0.11	312		náu	錨		꜁náu	陽平					1/1	1/1
333.0.07.0.11	313		náu	硇		꜁náu	陽平					1/1	1/1
333.0.08.0.11	313		náu	峱		꜁náu	陽平					1/1	1/1
333.0.09.0.11	313		náu	撓		꜃náu	陽上					1/1	1/1
333.0.10.0.11	313		náu	鬧|閙		náu꜅	陽去					1/1	1/1
333.0.11.0.11	313		náu	淖		náu꜅	陽去					1/1	1/1
334.0.01.0.11	313		né	𫬤		꜀né	陰平					1/1	1/1
335.0.01.0.11	313		neng	○		꜂neng	陰上			A colloquial word; a classifier of garments; [yat꜆ ꜂neng mò꜅] a hat; [yat꜆ ꜂neng ꜀shám] a jacket		1/1	1/1
336.0.01.0.11	313		néung	娘		꜁néung	陽平					1/1	1/1
337.0.01.0.11	313		ng	㕶		꜀ng	陰平					1/1	1/1
337.0.02.0.11	313		ng	吾		꜁ng	陽平					1/1	1/1
337.0.03.0.11	314		ng	梧		꜁ng	陽平					1/1	1/1
337.0.04.0.11	314		ng	鼯		꜁ng	陽平					1/1	1/1
337.0.05.0.11	314		ng	吳		꜁ng	陽平					1/1	1/1
337.0.06.0.11	314		ng	蜈		꜁ng	陽平					1/1	1/1
337.0.06.1.11		723	ng	牾		꜁ng	陽平					1/1	1/1
337.0.07.0.11	314		ng	五|伍|〥		꜃ng	陽上					1/1	1/1
337.0.08.0.11	314		ng	伍		꜃ng	陽上					1/1	1/1
337.0.09.0.11	314		ng	仵		꜃ng	陽上					1/1	1/1
337.0.10.0.11	314		ng	午		꜃ng	陽上					1/1	1/1
337.0.11.0.11	314		ng	迕		꜃ng	陽上					1/1	1/1
337.0.12.0.11	315		ng	悟		ng꜅	陽去					1/1	1/1
337.0.13.0.11	315		ng	寤		ng꜅	陽去					1/1	1/1
337.0.14.0.11	315		ng	誤|悞		ng꜅	陽去					1/1	1/1
337.0.15.0.11	315	723	ng	忤|遻|啎		ng꜅	陽去					1/1	1/1
337.0.16.0.11	315		ng	晤		ng꜅	陽去					1/1	1/1
338.0.01.0.11	315		ngá	牙		꜁ngá	陽平					1/1	1/1
338.0.02.0.11	315		ngá	芽		꜁ngá	陽平					1/1	1/1
338.0.03.0.11	315		ngá	禡		꜁ngá	陽平					1/1	1/1
338.0.04.0.11	316		ngá	衙		꜁ngá	陽平					1/1	1/1
338.0.05.0.11	316		ngá	雅		꜃ngá	陽上					1/1	1/1
338.0.06.0.11	316		ngá	瓦		꜃ngá	陽上					1/1	1/1
338.0.07.0.11	316		ngá	迓|御		ngá꜅	陽去					1/1	1/1
338.0.08.0.11	316		ngá	訝		ngá꜅	陽去					1/1	1/1
339.0.01.0.11	316		ngai	𠼮		꜀ngai	陰平					1/1	1/1
339.0.02.0.11	316		ngai	危		꜁ngai	陽平					1/1	1/1
339.0.03.0.11	317		ngai	倪		꜁ngai	陽平					1/1	1/1
339.0.04.0.11	317		ngai	麑		꜁ngai	陽平					1/1	1/1
339.0.05.0.11	317		ngai	霓		꜁ngai	陽平					1/1	1/1
339.0.06.0.11	317		ngai	輗		꜁ngai	陽平					1/1	1/1
339.0.07.0.11	317		ngai	巍|嵬		꜁ngai	陽平					1/1	1/1
339.0.07.1.11		724	ngai	鯢		꜁ngai	陽平					1/1	1/1
339.0.07.2.11		724	ngai	猊		꜁ngai	陽平					1/1	1/1
339.0.08.0.11	317		ngai	睨		꜃ngai	陽上					1/1	1/1
339.0.09.0.11	317		ngai	蟻		꜃ngai	陽上					1/1	1/1
339.0.10.0.11	317		ngai	艤		꜃ngai	陽上					1/1	1/1
339.0.11.0.11	317		ngai	藝|秇		ngai꜅	陽去					1/1	1/1
339.0.12.0.11	317		ngai	蓻		ngai꜅	陽去					1/1	1/1
339.0.13.0.11	317		ngai	羿		ngai꜅	陽去					1/1	1/1
339.0.14.0.11	317		ngai	毅		ngai꜅	陽去					1/1	1/1
339.0.15.0.11	317		ngai	僞		ngai꜅	陽去					1/1	1/1
339.0.16.0.11	317		ngai	詣		ngai꜅	陽去					1/1	1/1
339.0.17.0.11	318		ngai	魏		ngai꜅	陽去					1/1	1/1
340.0.01.0.11	318		ngái	涯		꜁ngái	陽平					1/1	1/1
340.0.02.0.11	318		ngái	厓|崖		꜁ngái	陽平					1/1	1/1
340.0.03.0.11	318		ngái	睚		꜁ngái	陽平					1/1	1/1
340.0.04.0.11	318		ngái	捱		ngái꜅	陽去					1/1	1/1
340.0.05.0.11	318		ngái	乂		ngái꜅	陽去					1/1	1/1
340.0.06.0.11	318		ngái	刈		ngái꜅	陽去					1/1	1/1
340.0.07.0.11	318		ngái	艾		ngái꜅	陽去					1/1	1/1
341.0.01.0.11	318		ngak	阨		ngak꜆	陰入					1/1	1/1
342.0.01.0.11	318		ngák	額|頟		ngák꜇	陽入					1/1	1/1
342.0.02.0.11	319		ngák	𠸺		ngák꜇	陽入					1/1	1/1
343.0.01.0.11	319		ngam	唅		꜁ngam	陽平					1/1	1/1
343.0.02.0.11	319		ngam	○		ngam꜄	陰去			A colloquial word. Old, feeble, foolish; [yat꜆ ꜁nin yat꜆ ꜁nin ngam꜄ ꜂hí ꜁lai], becoming more and more feeble every year; [꜁ngoi ꜁ngoi ngam꜄ ngam꜄] to be in one's dotage, to be childish, foolish		1/1	1/1
344.0.01.0.11	319		ngám	啱		꜀ngám	陰平					1/1	1/1
344.0.02.0.11	319		ngám	巖|岩		꜁ngám	陽平					1/1	1/1
344.0.03.0.11	319		ngám	譫		ngám꜅	陽去					1/1	1/1
345.0.01.0.11	319		ngan	奀		꜀ngan	陰平					1/1	1/1
345.0.02.0.11	319		ngan	銀|艮		꜁ngan	陽平					1/1	1/1
345.0.03.0.11	320		ngan	垠		꜁ngan	陽平					1/1	1/1
345.0.04.0.11	320		ngan	誾		꜁ngan	陽平					1/1	1/1
345.0.05.0.11	320		ngan	狺		꜁ngan	陽平					1/1	1/1
345.0.06.0.11	320		ngan	嚚		꜁ngan	陽平					1/1	1/1
345.0.07.0.11	320		ngan	珢		꜁ngan	陽平					1/1	1/1
345.0.08.0.11	320		ngan	○		ngan꜄	陰去			A colloquial word. To tread upon; to shake violently; [ngan꜄ ꜀kò kéuk꜆] to stand upon tiptoe; [꜃mai ngan꜄ ꜃t‘ün ko꜄ fái꜄ ꜂pán] don’t break the board in two, by standing upon, or jarring it		1/1	1/1
345.0.09.0.11	320		ngan	肕		ngan꜅	陽去					1/1	1/1
346.0.01.0.11	320		ngán	顏		꜁ngán	陽平					1/1	1/1
346.0.02.0.11	320		ngán	研		꜁ngán	陽平					1/1	1/1
346.0.03.0.11	320		ngán	眼		꜃ngán	陽上					1/1	1/1
346.0.04.0.11	321		ngán	鴈|雁		ngán꜅	陽去					1/1	1/1
346.0.05.0.11	321		ngán	贗		ngán꜅	陽去					1/1	1/1
347.0.01.0.11	321		ngáng	硬		ngáng꜅	陽去					1/1	1/1
348.0.01.0.11	321		ngap	吸		ngap꜆	陰入					1/1	1/1
348.0.02.0.11	321		ngap	⿰口揖		ngap꜇	陽入					1/1	1/1
349.0.01.0.11	321		ngáp	𫫄		ngáp꜆	陰入					1/1	1/1
350.0.00.1.11		724	ngat	扤		ngat꜆	陰入					1/1	1/1
350.0.01.0.11	322		ngat	兀		ngat꜇	陽入					1/1	1/1
350.0.02.0.11	322		ngat	卼		ngat꜇	陽入					1/1	1/1
350.0.03.0.11	322		ngat	屼		ngat꜇	陽入					1/1	1/1
350.0.04.0.11	322		ngat	扤		ngat꜇	陽入					1/1	1/1
350.0.05.0.11	322		ngat	杌		ngat꜇	陽入					1/1	1/1
350.0.06.0.11	322		ngat	仡		ngat꜇	陽入					1/1	1/1
350.0.07.0.11	322		ngat	屹		ngat꜇	陽入					1/1	1/1
350.0.08.0.11	322		ngat	矻		ngat꜇	陽入					1/1	1/1
350.0.09.0.11	322		ngat	迄		ngat꜇	陽入					1/1	1/1
351.0.01.0.11	322		ngát	○		ngát꜆	陰入			A colloquial word; the odor of urine, the rank smell of a privy or sty; niggardly, close-fisted; [ngát꜆ ch‘au꜄] stinking		1/1	1/1
351.0.02.0.11	322		ngát	齧		ngát꜇	陽入					1/1	1/1
352.0.01.0.11	322		ngau	鉤		꜀ngau	陰平					1/1	1/2
352.0.01.0.12	322		ngau	鉤		꜀kau	陰平	CORRECTLY_READ				1/1	2/2
352.0.02.0.11	322		ngau	牛		꜁ngau	陽平					1/1	1/1
352.0.03.0.11	323		ngau	偶		꜃ngau	陽上					1/1	1/1
352.0.04.0.11	323		ngau	耦		꜃ngau	陽上					1/1	1/1
352.0.05.0.11	323		ngau	藕		꜃ngau	陽上					1/1	1/1
352.0.06.0.11	323		ngau	𩥋		ngau꜅	陽去					1/1	1/1
353.0.01.0.11	323		ngáu	𥅟		꜀ngáu	陰平					1/1	1/1
353.0.02.0.11	323		ngáu	𢲷		꜀ngáu	陰平					1/1	1/1
353.0.03.0.11	323		ngáu	爻		꜁ngáu	陽平					1/1	1/1
353.0.04.0.11	323		ngáu	肴		꜁ngáu	陽平					1/1	1/1
353.0.05.0.11	323		ngáu	餚		꜁ngáu	陽平					1/1	1/1
353.0.06.0.11	323		ngáu	淆		꜁ngáu	陽平					1/1	1/1
353.0.07.0.11	324		ngáu	殽		꜁ngáu	陽平					1/1	1/1
353.0.08.0.11	324		ngáu	崤		꜁ngáu	陽平					1/1	1/1
353.0.09.0.11	324		ngáu	咬|齩		꜃ngáu	陽上					1/2	1/1
353.0.09.0.21	324		ngáu	咬|齩		꜀káu	陰平					2/2	1/1
353.0.10.0.11	324		ngáu	樂		ngáu꜅	陽去					1/1	1/1
353.3.00.1.11		724	ngé	○		꜁ngé	陽平			A colloquial word. A low tone; [꜁ngé ꜁ngé ꜀sheng] a grumble, indistinct muttering		1/1	1/1
354.0.01.0.11	324		ngí	𠼮		꜀ngí	陰平			A colloquial word; to lie, to deceive; [chá꜄ ꜀ngí ꜀ngoi], you are deceiving, you fib; -- a child's phrase		1/1	1/2
354.0.01.0.12	324		ngí	𠼮		꜀í	陰平	OFTEN_READ_CANTON				1/1	2/2
355.0.01.0.11	324		ngít	齧|囓		ngít꜇	陽入					1/1	1/1
356.0.01.0.11	324		ngo	俄		꜁ngo	陽平					1/1	1/1
356.0.02.0.11	324		ngo	哦		꜁ngo	陽平					1/1	1/1
356.0.03.0.11	324		ngo	峩|峨		꜁ngo	陽平					1/1	1/1
356.0.04.0.11	324		ngo	蛾		꜁ngo	陽平					1/1	1/1
356.0.05.0.11	325		ngo	鵞|鵝		꜁ngo	陽平					1/1	1/1
356.0.06.0.11	325		ngo	娥		꜁ngo	陽平					1/1	1/1
356.0.07.0.11	325		ngo	莪		꜁ngo	陽平					1/1	1/1
356.0.08.0.11	325		ngo	囮		꜁ngo	陽平					1/1	1/1
356.0.09.0.11	325		ngo	訛		꜁ngo	陽平					1/1	1/1
356.0.10.0.11	325		ngo	譌		꜁ngo	陽平					1/1	1/1
356.0.11.0.11	325		ngo	㛂		꜃ngo	陽上					1/1	1/1
356.0.12.0.11	325		ngo	我		꜃ngo	陽上					1/1	1/1
356.0.13.0.11	325		ngo	餓		ngo꜅	陽去					1/1	1/1
356.0.14.0.11	326		ngo	臥		ngo꜅	陽去					1/1	1/1
357.0.01.0.11	326		ngò	翺		꜁ngò	陽平					1/1	1/1
357.0.02.0.11	326		ngò	嗷		꜁ngò	陽平					1/1	1/1
357.0.03.0.11	326		ngò	摮		꜁ngò	陽平					1/1	1/1
357.0.04.0.11	326		ngò	獒		꜁ngò	陽平					1/1	1/1
357.0.05.0.11	326		ngò	璈		꜁ngò	陽平					1/1	1/1
357.0.06.0.11	326		ngò	𦪈		꜁ngò	陽平				原字模作⿰舟敖	1/1	1/1
357.0.07.0.11	326		ngò	蟄		꜁ngò	陽平					1/1	1/1
357.0.08.0.11	326		ngò	鰲|鼇		꜁ngò	陽平					1/1	1/1
357.0.09.0.11	326		ngò	敖		ngò꜅	陽去					1/1	1/1
357.0.10.0.11	326		ngò	傲		ngò꜅	陽去					1/1	1/1
357.0.11.0.11	326		ngò	驁		ngò꜅	陽去					1/1	1/1
357.0.12.0.11	326		ngò	遨		ngò꜅	陽去					1/1	1/1
357.0.13.0.11	326		ngò	熬		ngò꜅	陽去					1/1	1/1
357.0.14.0.11	327		ngò	𨫼		ngò꜅	陽去					1/1	1/1
357.0.15.0.11	327		ngò	鷔		ngò꜅	陽去					1/1	1/1
357.0.16.0.11	327		ngò	奡		ngò꜅	陽去					1/1	1/1
358.0.01.0.11	327		ngoi	呆|獃		꜁ngoi	陽平					1/1	1/1
358.0.02.0.11	327		ngoi	外		ngoi꜅	陽去					1/1	1/1
358.0.03.0.11	327		ngoi	礙|碍		ngoi꜅	陽去					1/1	1/1
358.0.04.0.11	327		ngoi	閡		ngoi꜅	陽去					1/1	1/1
359.0.01.0.11	327		ngok	樂		ngok꜇	陽入					1/1	1/1
359.0.02.0.11	328		ngok	嶽		ngok꜇	陽入					1/1	1/1
359.0.03.0.11	328		ngok	岳		ngok꜇	陽入					1/1	1/1
359.0.04.0.11	328		ngok	噩		ngok꜇	陽入					1/1	1/1
359.0.05.0.11	328		ngok	愕		ngok꜇	陽入					1/1	1/1
359.0.06.0.11	328		ngok	諤|讍		ngok꜇	陽入					1/1	1/1
359.0.07.0.11	328		ngok	鄂		ngok꜇	陽入					1/1	1/1
359.0.08.0.11	328		ngok	咢		ngok꜇	陽入					1/1	1/1
359.0.09.0.11	328		ngok	鸑		ngok꜇	陽入					1/1	1/1
359.0.10.0.11	328		ngok	鱷		ngok꜇	陽入					1/1	1/1
359.0.11.0.11	328		ngok	萼		ngok꜇	陽入					1/1	1/1
359.0.12.0.11	328		ngok	鶚		ngok꜇	陽入					1/1	1/1
360.0.01.0.11	328		ngon	岸		ngon꜅	陽去					1/1	1/1
360.0.02.0.11	328		ngon	喭		ngon꜅	陽去					1/1	1/1
361.0.01.0.11	329		ngong	卬		꜁ngong	陽平					1/1	1/1
361.0.02.0.11	329		ngong	昂		꜁ngong	陽平					1/1	1/1
361.0.03.0.11	329		ngong	䭹		꜁ngong	陽平					1/1	1/1
361.0.04.0.11	329		ngong	戇		ngong꜄	陰去					1/1	1/2
361.0.04.0.12	329		ngong	戇		ong꜄	陰去	ALSO_PRO				1/1	2/2
361.0.05.0.11	329		ngong	𧆐		ngong꜄	陰去				原字模作「⿱艹贑」	1/1	1/2
361.0.05.0.12	329		ngong	𧆐		ong꜄	陰去	ALSO_PRO				1/1	2/2
362.0.01.0.11	329		ní	𨉖		꜀ní	陰平					1/1	1/1
362.0.02.0.11	329		ní	呢		꜀ní	陰平					1/1	1/1
362.0.03.0.11	329		ní	尼		꜁ní	陽平					1/1	1/1
362.0.04.0.11	329		ní	妮		꜁ní	陽平					1/1	1/1
362.0.05.0.11	329	724	ní	呢		꜁ní	陽平					1/1	1/1
362.0.06.0.11	329		ní	怩		꜁ní	陽平					1/1	1/1
362.0.07.0.11	329		ní	彌|弥		꜁ní	陽平					1/1	1/2
362.0.07.0.12	329		ní	彌|弥		꜁mí	陽平	SOMETIMES_READ				1/1	2/2
362.0.08.0.11	330		ní	瀰		꜁ní	陽平					1/1	1/2
362.0.08.0.12	330		ní	瀰		꜁mí	陽平	SOMETIMES_READ				1/1	2/2
362.0.09.0.11	330		ní	獼		꜁ní	陽平				字模本作「獮」	1/1	1/2
362.0.09.0.12	330		ní	獼		꜁mí	陽平	SOMETIMES_READ				1/1	2/2
362.0.10.0.11	330		ní	麛		꜁ní	陽平					1/1	1/1
362.0.11.0.11	330		ní	你		꜃ní	陽上					1/1	1/1
362.0.12.0.11	330		ní	禰		꜃ní	陽上					1/1	1/1
362.0.13.0.11	330		ní	泥		ní꜅	陽去					1/1	1/1
362.0.14.0.11	330		ní	餌		ní꜅	陽去					1/1	1/1
362.0.15.0.11	330		ní	膩		ní꜅	陽去					1/1	1/1
363.0.01.0.11	330		nik	匿		nik꜆	陰入					1/1	1/1
363.0.02.0.11	330		nik	暱		nik꜆	陰入					1/1	1/1
363.0.03.0.11	330		nik	尼		nik꜆	陰入					1/1	1/1
363.0.04.0.11	330		nik	䁥		nik꜆	陰入					1/1	1/1
363.0.05.0.11	330		nik	慝		nik꜆	陰入					1/1	1/1
363.0.06.0.11	330		nik	㥾		nik꜆	陰入					1/1	1/1
363.0.07.0.11	330		nik	搦		nik꜆	陰入					1/1	1/1
363.0.08.0.11	331		nik	䦧		nik꜆	陰入					1/1	1/1
363.0.09.0.11	331		nik	柅		nik꜆	陰入					1/1	1/1
363.0.10.0.11	331		nik	惄		nik꜆	陰入					1/1	1/1
363.0.11.0.11	331		nik	溺		nik꜇	陽入					1/1	1/1
364.0.01.0.11	331		ním	拈		꜀ním	陰平					1/1	1/1
364.0.02.0.11	331		ním	鮎		꜁ním	陽平					1/1	1/1
364.0.03.0.11	331		ním	黏|粘		꜁ním	陽平					1/1	1/2
364.0.03.0.12	331		ním	黏|粘		꜀chím	陰平	USUALLY_PRO				1/1	2/2
364.0.04.0.11	331		ním	念		ním꜅	陽去					1/1	1/1
365.0.01.0.11	331		nín	○		꜀nín	陰平			A colloquial word; milk; [꜂yam ꜀nín] to suck; [chüt꜆ ꜀nín], to take the breast		1/1	1/1
365.0.02.0.11	331		nín	年		꜁nín	陽平					1/1	1/1
365.0.03.0.11	332		nín	臠		꜂nín	陰上					1/1	1/2
365.0.03.0.12	332		nín	臠		꜂lün	陰上					1/1	2/2
365.0.04.0.11	332		nín	撚		꜂nín	陰上					1/1	1/2
365.0.04.0.12	332		nín	撚		꜂nan	陰上	SELDOM_HEARD				1/1	2/2
366.0.01.0.11	332		ning	擰		꜀ning	陰平					1/1	1/1
366.0.02.0.11	332		ning	寧|𡨴|甯		꜁ning	陽平					1/1	1/1
366.0.03.0.11	332		ning	檸		꜁ning	陽平					1/1	1/1
366.0.04.0.11	332		ning	嚀		꜁ning	陽平					1/2	1/1
366.0.04.0.21	332		ning	嚀		꜃ning	陽上					2/2	1/1
366.0.04.1.11		724	ning	獰		꜁ning	陽平					1/1	1/1
366.0.05.0.11	332	724	ning	佞		ning꜅	陽去					1/1	1/1
366.0.06.0.11	333		ning	寗		ning꜅	陽去					1/1	1/1
366.0.07.0.11	333		ning	濘		ning꜅	陽去					1/1	1/1
367.0.00.1.11		724	níp	○		níp꜆	陰入			A colloquial word. Lean in the face, lantern-jawed; to press down, to squash, to make thin; [꜀shang tak꜆ níp꜆] he has become so poor; [kam꜅ níp꜆] to press flat		1/1	1/1
367.0.01.0.11	333		níp	捏|揑		níp꜇	陽入					1/1	1/1
367.0.02.0.11	333		níp	湼		níp꜇	陽入					1/1	1/1
367.0.03.0.11	333		níp	聶		níp꜇	陽入					1/1	1/1
367.0.04.0.11	333		níp	躡		níp꜇	陽入					1/1	1/1
367.0.05.0.11	333		níp	鑷		níp꜇	陽入					1/1	1/1
367.0.06.0.11	333		níp	籋		níp꜇	陽入					1/1	1/1
367.0.07.0.11	333		níp	捻		níp꜇	陽入					1/1	1/1
367.0.08.0.11	333		níp	苶		níp꜇	陽入					1/1	1/1
368.0.01.0.11	333		nít	○		nít꜇	陽入			A colloquial word; to seize, to clasp; to play with, to toy with; [꜂nan nít꜇] to play with; [nít꜇ ꜂keng], to seize by the throat		1/1	1/1
369.0.01.0.11	333		niú	㭂		꜀niú	陰平					1/1	1/1
369.0.02.0.11	333		niú	鳥		꜃niú	陽上					1/1	1/1
369.0.03.0.11	334		niú	蔦		꜃niú	陽上					1/1	1/1
369.0.04.0.11	334		niú	裊		꜃niú	陽上					1/1	1/1
369.0.05.0.11	334		niú	嫋		꜃niú	陽上					1/1	1/1
369.0.06.0.11	334		niú	尿|溺		niú꜅	陽去					1/1	1/1
370.0.00.1.11		724	no	挼		꜀no	陰平					1/1	1/2
370.0.00.1.12		724	no	挼		꜁no	陽平	ALSO_PRO				1/1	2/2
370.0.01.0.11	334		no	儺		꜁no	陽平					1/1	1/1
370.0.02.0.11	334		no	揶|挼		꜁no	陽平					1/1	1/1
370.0.03.0.11	334		no	那		꜁no	陽平					1/1	1/1
370.0.04.0.11	334		no	那		꜃no	陽上					1/1	1/1
370.0.05.0.11	334		no	娜		꜃no	陽上					1/1	1/1
370.0.06.0.11	334		no	糯|稬		no꜅	陽去					1/1	1/1
370.0.07.0.11	334		no	愞		no꜅	陽去					1/1	1/1
370.0.08.0.11	334		no	懦		no꜅	陽去					1/1	1/1
371.0.01.0.11	334		nò	奴		꜁nò	陽平					1/1	1/1
371.0.02.0.11	335		nò	孥|帑		꜁nò	陽平					1/1	1/1
371.0.03.0.11	335		nò	駑		꜁nò	陽平					1/1	1/1
371.0.03.1.11		724	nò	伮		꜁nò	陽平					1/1	1/1
371.0.04.0.11	335		nò	惱		꜃nò	陽上					1/1	1/1
371.0.05.0.11	335		nò	匘|腦		꜃nò	陽上					1/1	1/1
371.0.06.0.11	335		nò	瑙|碯		꜃nò	陽上					1/1	1/1
371.0.07.0.11	335		nò	弩		꜃nò	陽上					1/1	1/1
371.0.08.0.11	335		nò	努		꜃nò	陽上					1/1	1/1
371.0.09.0.11	335		nò	怒		nò꜅	陽去					1/1	1/1
372.0.01.0.11	335		noi	內		noi꜅	陽去					1/1	1/1
372.0.02.0.11	335		noi	柰|奈		noi꜅	陽去					1/1	1/1
372.0.03.0.11	336		noi	耐		noi꜅	陽去					1/1	1/1
373.0.01.0.11	336		nok	諾		nok꜇	陽入					1/1	1/1
374.0.01.0.11	336		nong	襄		꜁nong	陽平					1/1	1/1
374.0.02.0.11	336		nong	瓤		꜁nong	陽平					1/1	1/1
374.0.03.0.11	336		nong	曩		꜃nong	陽上					1/1	1/1
