# 資料庫版本: 2021-08-01
編號	頁	字碼	字	(輔助檢索用異體)	異讀分類	欄位	義項	讀音類型	說明	粵拼讀音	粵拼聲母	粵拼韻母	粵拼聲調	九聲聲調	增補讀音	經校訂修正	校訂註
3174	144	2698	盍			廣州話讀音欄		建議讀音		hap6	h	ap	6	9			
3175	144	2699	盎		9 (338頁)	廣州話讀音欄		建議讀音		ong3		ong	3	3			
3176	144	2699	盎		9 (338頁)	備註欄			盎士	on1		on	1	1			
3177	144	2700	盔			廣州話讀音欄		建議讀音		kwai1	kw	ai	1	1			
3178	144	2701	盛		8.02.2 (323頁)	廣州話讀音欄		建議讀音		sing6	s	ing	6	6			
3179	144	2701	盛		8.02.2 (323頁)	備註欄			盛飯又讀	sing4	s	ing	4	4			
3180	144	2702	盒			廣州話讀音欄		建議讀音		hap6	h	ap	6	9			
3181	144	2703	盜	盗		廣州話讀音欄		建議讀音		dou6	d	ou	6	6			
3182	144	2704	盞			廣州話讀音欄		建議讀音		zaan2	z	aan	2	2			
3183	144	2705	盟			廣州話讀音欄		建議讀音		mang4	m	ang	4	4			
3184	145	2706	盡			廣州話讀音欄		建議讀音		zeon6	z	eon	6	6			
3185	145	2707	監		8.01.1 (216頁)	廣州話讀音欄	1	建議讀音	監視	gaam1	g	aam	1	1			
3186	145	2707	監		8.01.1 (216頁)	廣州話讀音欄	2	建議讀音	太監	gaam3	g	aam	3	3			
3187	145	2708	盤			廣州話讀音欄		建議讀音		pun4	p	un	4	4			
3188	145	2709	盧		8.02.1 (279頁)	廣州話讀音欄		建議讀音		lou4	l	ou	4	4			
3189	145	2710	盥		5.34 (155頁)	廣州話讀音欄		建議讀音		gun3	g	un	3	3			
3190	145	2710	盥		5.34 (155頁)	備註欄		又		fun2	f	un	2	2			
3191	145	2711	盪		8.02.1 (279頁)	廣州話讀音欄		建議讀音		dong6	d	ong	6	6			
3192	145	2712	目			廣州話讀音欄		建議讀音		muk6	m	uk	6	9			
3193	145	2713	盯			廣州話讀音欄		建議讀音		ding1	d	ing	1	1			
3194	145	2714	盲		2.14.1 (70頁)	廣州話讀音欄		建議讀音		maang4	m	aang	4	4			
3195	145	2715	直			廣州話讀音欄		建議讀音		zik6	z	ik	6	9			
3196	145	2716	盹			廣州話讀音欄		建議讀音		deon6	d	eon	6	6			
3197	145	2717	相			廣州話讀音欄	1	建議讀音	互相	soeng1	s	oeng	1	1			
3198	145	2717	相			廣州話讀音欄	2	建議讀音	相貌	soeng3	s	oeng	3	3			
3199	145	2718	眉			廣州話讀音欄		建議讀音		mei4	m	ei	4	4			
3200	145	2719	省		8.01.1 (216頁)	廣州話讀音欄	1	建議讀音	廣東省	saang2	s	aang	2	2			
3201	145	2719	省		8.01.1 (216頁)	廣州話讀音欄	2	建議讀音	反省	sing2	s	ing	2	2			
3202	145	2720	看			廣州話讀音欄	1	建議讀音	看書	hon3	h	on	3	3			
3203	145	2720	看			廣州話讀音欄	2	建議讀音	看守	hon1	h	on	1	1			
3204	145	2721	盾		8.02.1 (279頁)	廣州話讀音欄		建議讀音		teon5	t	eon	5	5			
3205	145	2722	盼			廣州話讀音欄		建議讀音		paan3	p	aan	3	3			
3206	145	2723	眩		3.19.2 (131頁)	廣州話讀音欄		建議讀音		jyun4	j	yun	4	4			
3207	145	2723	眩		3.19.2 (131頁)	備註欄		又		jyun6	j	yun	6	6			
3208	145	2724	真	眞		廣州話讀音欄		建議讀音		zan1	z	an	1	1			
3209	145	2725	眠			廣州話讀音欄		建議讀音		min4	m	in	4	4			
3210	146	2726	眨		6.07 (166頁)	廣州話讀音欄		建議讀音		zaap3	z	aap	3	8			
3211	146	2726	眨		6.07 (166頁)	備註欄		語		zaam2	z	aam	2	2			
3212	146	2727	眷			廣州話讀音欄		建議讀音		gyun3	g	yun	3	3			
3213	146	2728	眼			廣州話讀音欄		建議讀音		ngaan5	ng	aan	5	5			
3214	146	2729	眶		4.18.2 (143頁)	廣州話讀音欄		建議讀音		hong1	h	ong	1	1			
3215	146	2729	眶		4.18.2 (143頁)	備註欄		又		kwaang1	kw	aang	1	1			
3216	146	2730	眾	衆		廣州話讀音欄		建議讀音		zung3	z	ung	3	3			
3217	146	2731	眸			廣州話讀音欄		建議讀音		mau4	m	au	4	4			
3218	146	2732	眺			廣州話讀音欄		建議讀音		tiu3	t	iu	3	3			
3219	146	2733	睏			廣州話讀音欄		建議讀音		kwan3	kw	an	3	3			
3220	146	2734	睛			廣州話讀音欄		建議讀音		zing1	z	ing	1	1			
3221	146	2735	睫			廣州話讀音欄		建議讀音		zit6	z	it	6	9			
3222	146	2736	睦			廣州話讀音欄		建議讀音		muk6	m	uk	6	9			
3223	146	2737	睞			廣州話讀音欄		建議讀音		loi6	l	oi	6	6			
3224	146	2738	睹			廣州話讀音欄		建議讀音		dou2	d	ou	2	2			
3225	146	2739	督			廣州話讀音欄		建議讀音		duk1	d	uk	1	7			
3226	146	2740	睬			廣州話讀音欄		建議讀音		coi2	c	oi	2	2			
3227	146	2741	睜		2.13.2 (68頁)	廣州話讀音欄		建議讀音		zang1	z	ang	1	1			
3228	146	2742	睥		2.21.1 (74頁)	廣州話讀音欄		建議讀音		pai5	p	ai	5	5			
3229	146	2742	睥		2.21.1 (74頁)	備註欄		又		pei5	p	ei	5	5			
3230	146	2743	睨			廣州話讀音欄		建議讀音		ngai6	ng	ai	6	6			
3231	146	2744	睽		3.04.4 (108頁)	廣州話讀音欄		建議讀音		kwai4	kw	ai	4	4			
3232	146	2745	瞄			廣州話讀音欄		建議讀音		miu4	m	iu	4	4			
3233	146	2746	睿			廣州話讀音欄		建議讀音		jeoi6	j	eoi	6	6			
3234	146	2747	睾			廣州話讀音欄		建議讀音		gou1	g	ou	1	1			
3235	146	2748	睡			廣州話讀音欄		建議讀音		seoi6	s	eoi	6	6			
3236	146	2749	瞇		6.29 (172頁)	廣州話讀音欄		建議讀音		mei1	m	ei	1	1			
3237	146	2749	瞇		6.29 (172頁)	備註欄		又		mai4	m	ai	4	4			
3238	146	2750	瞑		3.18.4 (129頁); 8.02.1 (279頁)	廣州話讀音欄		建議讀音		ming5	m	ing	5	5			
3239	146	2750	瞑		3.18.4 (129頁); 8.02.1 (279頁)	備註欄		本		ming4	m	ing	4	4			
3240	147	2751	瞌		3.22.2 (135頁)	廣州話讀音欄		建議讀音		hap6	h	ap	6	9			
3241	147	2752	瞞			廣州話讀音欄		建議讀音		mun4	m	un	4	4			
3242	147	2753	瞟			廣州話讀音欄		建議讀音		piu5	p	iu	5	5			
3243	147	2754	瞠			廣州話讀音欄		建議讀音		caang1	c	aang	1	1			
3244	147	2755	瞥			廣州話讀音欄		建議讀音		pit3	p	it	3	8			
3245	147	2756	瞳			廣州話讀音欄		建議讀音		tung4	t	ung	4	4			
3246	147	2757	瞪		7.13 (179頁)	廣州話讀音欄		建議讀音		dang1	d	ang	1	1			
3247	147	2758	瞰			廣州話讀音欄		建議讀音		ham3	h	am	3	3			
3248	147	2759	瞭		8.01.1 (216頁)	廣州話讀音欄	1	建議讀音	明瞭，瞭望	liu4	l	iu	4	4			
3249	147	2759	瞭		8.01.1 (216頁)	廣州話讀音欄	2	建議讀音	瞭解	liu5	l	iu	5	5			
3250	147	2760	瞬			廣州話讀音欄		建議讀音		seon3	s	eon	3	3			
3251	147	2761	瞧			廣州話讀音欄		建議讀音		ciu4	c	iu	4	4			
3252	147	2762	瞽			廣州話讀音欄		建議讀音		gu2	g	u	2	2			
3253	147	2763	瞿		8.02.1 (279頁); 8.02.2 (323頁)	廣州話讀音欄		建議讀音		keoi4	k	eoi	4	4			
3254	147	2763	瞿		8.02.1 (279頁); 8.02.2 (323頁)	備註欄		古	通攫	fok3	f	ok	3	8			
3255	147	2764	瞻			廣州話讀音欄		建議讀音		zim1	z	im	1	1			
3256	147	2765	矇			廣州話讀音欄		建議讀音		mung4	m	ung	4	4			
3257	147	2766	矓			廣州話讀音欄		建議讀音		lung4	l	ung	4	4			
3258	147	2767	矗			廣州話讀音欄		建議讀音		cuk1	c	uk	1	7			
3259	147	2768	矚			廣州話讀音欄		建議讀音		zuk1	z	uk	1	7			
3260	147	2769	矛			廣州話讀音欄		建議讀音		maau4	m	aau	4	4			
3261	147	2770	矜		2.26.1 (76頁); 8.02.2 (323頁)	廣州話讀音欄		建議讀音		ging1	g	ing	1	1			
3262	147	2770	矜		2.26.1 (76頁); 8.02.2 (323頁)	備註欄		古	通鰥	gwaan1	gw	aan	1	1			
3263	148	2771	矢		8.02.2 (323頁)	廣州話讀音欄		建議讀音		ci2	c	i	2	2			
3264	148	2771	矢		8.02.2 (323頁)	備註欄			(古)通屎	si2	s	i	2	2	Y		
3265	148	2772	矣			廣州話讀音欄		建議讀音		ji5	j	i	5	5			
3266	148	2773	知		8.01.1 (216頁)	廣州話讀音欄	1	建議讀音	知道	zi1	z	i	1	1			
3267	148	2773	知		8.01.1 (216頁)	廣州話讀音欄	2	建議讀音	通智	zi3	z	i	3	3			
3268	148	2774	矩			廣州話讀音欄		建議讀音		geoi2	g	eoi	2	2			
3269	148	2775	短			廣州話讀音欄		建議讀音		dyun2	d	yun	2	2			
3270	148	2776	矮		1.01.1 (41頁)	廣州話讀音欄		建議讀音		ai2		ai	2	2			
3271	148	2777	矯			廣州話讀音欄		建議讀音		giu2	g	iu	2	2			
3272	148	2778	石		8.02.2 (323頁)	廣州話讀音欄		建議讀音		sek6	s	ek	6	9			
3273	148	2778	石		8.02.2 (323頁)	備註欄			通擔	daam3	d	aam	3	3			
3274	148	2779	矽			廣州話讀音欄		建議讀音		zik6	z	ik	6	9			
3275	148	2780	研	硏	8.02.2 (324頁)	廣州話讀音欄		建議讀音		jin4	j	in	4	4			
3276	148	2780	研	硏	8.02.2 (324頁)	備註欄			同硯	jin6	j	in	6	6			
3277	148	2781	砌		8.02.1 (280頁)	廣州話讀音欄		建議讀音		cai3	c	ai	3	3			
3278	148	2782	砂			廣州話讀音欄		建議讀音		saa1	s	aa	1	1			
3279	148	2783	砍			廣州話讀音欄		建議讀音		ham2	h	am	2	2			
3280	148	2784	砰		8.02.1 (280頁)	廣州話讀音欄		建議讀音		ping1	p	ing	1	1			
3281	148	2785	砸		6.09 (167頁)	廣州話讀音欄		建議讀音		zaap3	z	aap	3	8			
3282	148	2786	砝			廣州話讀音欄		建議讀音		faat3	f	aat	3	8			
3283	148	2787	砧			廣州話讀音欄		建議讀音		zam1	z	am	1	1			
3284	148	2788	破			廣州話讀音欄		建議讀音		po3	p	o	3	3			
3285	148	2789	砥		4.05 (138頁)	廣州話讀音欄		建議讀音		dai2	d	ai	2	2			
3286	148	2790	砭		3.01.5 (102頁)	廣州話讀音欄		建議讀音		bin2	b	in	2	2			
3287	148	2790	砭		3.01.5 (102頁)	備註欄		又		bin1	b	in	1	1			
3288	148	2791	硃			廣州話讀音欄		建議讀音		zyu1	z	yu	1	1			
3289	149	2792	硫			廣州話讀音欄		建議讀音		lau4	l	au	4	4			
3290	149	2793	硬			廣州話讀音欄		建議讀音		ngaang6	ng	aang	6	6			
3291	149	2794	硝			廣州話讀音欄		建議讀音		siu1	s	iu	1	1			
3292	149	2795	硯			廣州話讀音欄		建議讀音		jin6	j	in	6	6			
3293	149	2796	碎			廣州話讀音欄		建議讀音		seoi3	s	eoi	3	3			
3294	149	2797	碰			廣州話讀音欄		建議讀音		pung3	p	ung	3	3			
3295	149	2798	碗			廣州話讀音欄		建議讀音		wun2	w	un	2	2			
3296	149	2799	碘			廣州話讀音欄		建議讀音		din2	d	in	2	2			
3297	149	2800	碌			廣州話讀音欄		建議讀音		luk1	l	uk	1	7			
3298	149	2801	碉			廣州話讀音欄		建議讀音		diu1	d	iu	1	1			
3299	149	2802	硼		2.13.3 (70頁)	廣州話讀音欄		建議讀音		pang4	p	ang	4	4			
3300	149	2802	硼		2.13.3 (70頁)	備註欄		又		paang4	p	aang	4	4			
3301	149	2803	碑			廣州話讀音欄		建議讀音		bei1	b	ei	1	1			
3302	149	2804	磁			廣州話讀音欄		建議讀音		ci4	c	i	4	4			
3303	149	2805	碟			廣州話讀音欄		建議讀音		dip6	d	ip	6	9			
3304	149	2806	碧			廣州話讀音欄		建議讀音		bik1	b	ik	1	7			
3305	149	2807	碩			廣州話讀音欄		建議讀音		sek6	s	ek	6	9			
3306	149	2808	碳			廣州話讀音欄		建議讀音		taan3	t	aan	3	3			
3307	149	2809	磋			廣州話讀音欄		建議讀音		co1	c	o	1	1			
3308	149	2810	磅		8.01.1 (217頁)	廣州話讀音欄	1	建議讀音	一磅	bong6	b	ong	6	6			
3309	149	2810	磅		8.01.1 (217頁)	廣州話讀音欄	2	建議讀音	磅礡	pong4	p	ong	4	4			
3310	149	2811	確			廣州話讀音欄		建議讀音		kok3	k	ok	3	8			
3311	149	2812	磊			廣州話讀音欄		建議讀音		leoi5	l	eoi	5	5			
3312	149	2813	碾		5.20 (151頁)	廣州話讀音欄		建議讀音		zin2	z	in	2	2			
3313	149	2814	磕		6.21 (170頁)	廣州話讀音欄		建議讀音		hap6	h	ap	6	9			
3314	149	2815	碼			廣州話讀音欄		建議讀音		maa5	m	aa	5	5			
3315	149	2816	磐			廣州話讀音欄		建議讀音		pun4	p	un	4	4			
3316	150	2817	磨		8.01.1 (217頁)	廣州話讀音欄	1	建議讀音	磨損	mo4	m	o	4	4			
3317	150	2817	磨		8.01.1 (217頁)	廣州話讀音欄	2	建議讀音	磨坊	mo6	m	o	6	6			
3318	150	2818	磚			廣州話讀音欄		建議讀音		zyun1	z	yun	1	1			
3319	150	2819	磬			廣州話讀音欄		建議讀音		hing3	h	ing	3	3			
3320	150	2820	磷		8.02.1 (280頁)	廣州話讀音欄		建議讀音		leon4	l	eon	4	4			
3321	150	2821	磺			廣州話讀音欄		建議讀音		wong4	w	ong	4	4			
3322	150	2822	磴			廣州話讀音欄		建議讀音		dang3	d	ang	3	3			
3323	150	2823	磯			廣州話讀音欄		建議讀音		gei1	g	ei	1	1			
3324	150	2824	礁			廣州話讀音欄		建議讀音		ziu1	z	iu	1	1			
3325	150	2825	礎			廣州話讀音欄		建議讀音		co2	c	o	2	2			
3326	150	2826	礙			廣州話讀音欄		建議讀音		ngoi6	ng	oi	6	6			
3327	150	2827	礦		1.31.1 (57頁)	廣州話讀音欄		建議讀音		kwong3	kw	ong	3	3			
3328	150	2827	礦		1.31.1 (57頁)	備註欄		又		kong3	k	ong	3	3			
3329	150	2828	礪			廣州話讀音欄		建議讀音		lai6	l	ai	6	6			
3330	150	2829	礬		3.19.1 (130頁)	廣州話讀音欄		建議讀音		faan4	f	aan	4	4			
3331	150	2830	礫			廣州話讀音欄		建議讀音		lik1	l	ik	1	7			
3332	150	2831	示			廣州話讀音欄		建議讀音		si6	s	i	6	6			
3333	150	2832	社		3.20.1 (132頁)	廣州話讀音欄		建議讀音		se5	s	e	5	5			
3334	150	2833	祀			廣州話讀音欄		建議讀音		zi6	z	i	6	6			
3335	150	2834	祁			廣州話讀音欄		建議讀音		kei4	k	ei	4	4			
3336	150	2835	祆			廣州話讀音欄		建議讀音		hin1	h	in	1	1			
3337	150	2836	祉			廣州話讀音欄		建議讀音		zi2	z	i	2	2			
3338	150	2837	祈			廣州話讀音欄		建議讀音		kei4	k	ei	4	4			
3339	150	2838	祇		7.21.1 (181頁); 8.01.1 (217頁)	廣州話讀音欄	1	建議讀音	神祇	kei4	k	ei	4	4			
3340	150	2838	祇		7.21.1 (181頁); 8.01.1 (217頁)	廣州話讀音欄	2	建議讀音	同只	zi2	z	i	2	2			
3341	151	2839	祕	秘		廣州話讀音欄		建議讀音		bei3	b	ei	3	3			
3342	151	2840	祐			廣州話讀音欄		建議讀音		jau6	j	au	6	6			
3343	151	2841	祠			廣州話讀音欄		建議讀音		ci4	c	i	4	4			
3344	151	2842	祟			廣州話讀音欄		建議讀音		seoi6	s	eoi	6	6			
3345	151	2843	祖			廣州話讀音欄		建議讀音		zou2	z	ou	2	2			
3346	151	2844	神		8.02.2 (324頁)	廣州話讀音欄		建議讀音		san4	s	an	4	4			
3347	151	2844	神		8.02.2 (324頁)	備註欄			神荼（門神）	san1	s	an	1	1			
3348	151	2845	祝			廣州話讀音欄		建議讀音		zuk1	z	uk	1	7			
3349	151	2846	祗		7.21.2 (181頁)	廣州話讀音欄		建議讀音		zi1	z	i	1	1			
3350	151	2847	祚		2.50.1 (95頁)	廣州話讀音欄		建議讀音		zou6	z	ou	6	6			
3351	151	2848	祥			廣州話讀音欄		建議讀音		coeng4	c	oeng	4	4			
3352	151	2849	票		8.02.1 (280頁)	廣州話讀音欄		建議讀音		piu3	p	iu	3	3			
3353	151	2850	祭		8.02.1 (280頁)	廣州話讀音欄		建議讀音		zai3	z	ai	3	3			
3354	151	2851	祺			廣州話讀音欄		建議讀音		kei4	k	ei	4	4			
3355	151	2852	禁		8.01.2 (240頁)	廣州話讀音欄	1	建議讀音	禁止	gam3	g	am	3	3			
3356	151	2852	禁		8.01.2 (240頁)	廣州話讀音欄	2	建議讀音	弱不禁風	kam1	k	am	1	1			
3357	151	2853	祿	禄		廣州話讀音欄		建議讀音		luk6	l	uk	6	9			
3358	151	2854	禎			廣州話讀音欄		建議讀音		zing1	z	ing	1	1			
3359	151	2855	福			廣州話讀音欄		建議讀音		fuk1	f	uk	1	7			
3360	151	2856	禍		3.20.3 (133頁)	廣州話讀音欄		建議讀音		wo6	w	o	6	6			
3361	151	2857	禦		8.02.1 (281頁)	廣州話讀音欄		建議讀音		jyu6	j	yu	6	6			
3362	151	2858	禧		3.01.1 (99頁)	廣州話讀音欄		建議讀音		hei1	h	ei	1	1			
3363	151	2859	禪		8.01.1 (217頁)	廣州話讀音欄	1	建議讀音	禪師	sim4	s	im	4	4			
3364	151	2859	禪		8.01.1 (217頁)	廣州話讀音欄	2	建議讀音	禪讓	sin6	s	in	6	6			
3365	151	2860	禮			廣州話讀音欄		建議讀音		lai5	l	ai	5	5			
3366	151	2861	禱		1.09.2 (46頁)	廣州話讀音欄		建議讀音		tou2	t	ou	2	2			
3367	152	2862	禹			廣州話讀音欄		建議讀音		jyu5	j	yu	5	5			
3368	152	2863	萬		8.02.1 (281頁)	廣州話讀音欄		建議讀音		maan6	m	aan	6	6			
3369	152	2864	禽			廣州話讀音欄		建議讀音		kam4	k	am	4	4			
3370	152	2865	禾			廣州話讀音欄		建議讀音		wo4	w	o	4	4			
3371	152	2866	私			廣州話讀音欄		建議讀音		si1	s	i	1	1			
3372	152	2867	秀			廣州話讀音欄		建議讀音		sau3	s	au	3	3			
3373	152	2868	禿	秃		廣州話讀音欄		建議讀音		tuk1	t	uk	1	7			
3374	152	2869	秉			廣州話讀音欄		建議讀音		bing2	b	ing	2	2			
3375	152	2870	科			廣州話讀音欄		建議讀音		fo1	f	o	1	1			
3376	152	2871	秒			廣州話讀音欄		建議讀音		miu5	m	iu	5	5			
3377	152	2872	秋			廣州話讀音欄		建議讀音		cau1	c	au	1	1			
3378	152	2873	秤			廣州話讀音欄		建議讀音		cing3	c	ing	3	3			
3379	152	2874	秣			廣州話讀音欄		建議讀音		mut3	m	ut	3	8			
3380	152	2875	秦			廣州話讀音欄		建議讀音		ceon4	c	eon	4	4			
3381	152	2876	秧			廣州話讀音欄		建議讀音		joeng1	j	oeng	1	1			
3382	152	2877	租			廣州話讀音欄		建議讀音		zou1	z	ou	1	1			
3383	152	2878	秩			廣州話讀音欄		建議讀音		dit6	d	it	6	9			
3384	152	2879	移			廣州話讀音欄		建議讀音		ji4	j	i	4	4			
3385	152	2880	税	稅		廣州話讀音欄		建議讀音		seoi3	s	eoi	3	3			
3386	152	2881	稍			廣州話讀音欄		建議讀音		saau2	s	aau	2	2			
3387	153	2882	稈			廣州話讀音欄		建議讀音		gon2	g	on	2	2			
3388	153	2883	程			廣州話讀音欄		建議讀音		cing4	c	ing	4	4			
3389	153	2884	稜			廣州話讀音欄		建議讀音		ling4	l	ing	4	4			
3390	153	2885	稟	禀	8.01.1 (217頁)	廣州話讀音欄	1	建議讀音	稟告	ban2	b	an	2	2			
3391	153	2885	稟	禀	8.01.1 (217頁)	廣州話讀音欄	2	建議讀音	倉稟	lam5	l	am	5	5			
3392	153	2886	稚			廣州話讀音欄		建議讀音		zi6	z	i	6	6			
3393	153	2887	稠			廣州話讀音欄		建議讀音		cau4	c	au	4	4			
3394	153	2888	稔		8.01.1 (218頁)	廣州話讀音欄	1	建議讀音	熟稔	nam5	n	am	5	5			
3395	153	2888	稔		8.01.1 (218頁)	廣州話讀音欄	2	建議讀音	山稔	nim1	n	im	1	1			
3396	153	2889	種		8.01.1 (218頁)	廣州話讀音欄	1	建議讀音	種子	zung2	z	ung	2	2			
3397	153	2889	種		8.01.1 (218頁)	廣州話讀音欄	2	建議讀音	種植	zung3	z	ung	3	3			
3398	153	2890	稱		8.01.2 (240頁)	廣州話讀音欄	1	建議讀音	稱呼	cing1	c	ing	1	1			
3399	153	2890	稱		8.01.2 (240頁)	廣州話讀音欄	2	建議讀音	稱心	cing3	c	ing	3	3			
3400	153	2891	稿			廣州話讀音欄		建議讀音		gou2	g	ou	2	2			
3401	153	2892	稼			廣州話讀音欄		建議讀音		gaa3	g	aa	3	3			
3402	153	2893	穀		8.02.1 (281頁)	廣州話讀音欄		建議讀音		guk1	g	uk	1	1			
3403	153	2894	稽			廣州話讀音欄	1	建議讀音	稽查	kai1	k	ai	1	1			
3404	153	2894	稽			廣州話讀音欄	2	建議讀音	稽首	kai2	k	ai	2	2			
3405	153	2895	稷			廣州話讀音欄		建議讀音		zik1	z	ik	1	7			
3406	153	2896	稻			廣州話讀音欄		建議讀音		dou6	d	ou	6	6			
3407	153	2897	積			廣州話讀音欄		建議讀音		zik1	z	ik	1	7			
3408	153	2898	穎	頴		廣州話讀音欄		建議讀音		wing6	w	ing	6	6			
3409	153	2899	穆			廣州話讀音欄		建議讀音		muk6	m	uk	6	9			
3410	154	2900	穌			廣州話讀音欄		建議讀音		sou1	s	ou	1	1			
3411	154	2901	穗	穂		廣州話讀音欄		建議讀音		seoi6	s	eoi	6	6			
3412	154	2902	穡			廣州話讀音欄		建議讀音		sik1	s	ik	1	7			
3413	154	2903	穢			廣州話讀音欄		建議讀音		wai3	w	ai	3	3			
3414	154	2904	穫		8.02.1 (281頁)	廣州話讀音欄		建議讀音		wok6	w	ok	6	9			
3415	154	2905	穩			廣州話讀音欄		建議讀音		wan2	w	an	2	2			
3416	154	2906	穴			廣州話讀音欄		建議讀音		jyut6	j	yut	6	9			
3417	154	2907	究			廣州話讀音欄		建議讀音		gau3	g	au	3	3			
3418	154	2908	空		8.02.1 (281頁)	廣州話讀音欄		建議讀音		hung1	h	ung	1	1			
3419	154	2909	穹		8.02.1 (282頁)	廣州話讀音欄		建議讀音		kung4	k	ung	4	4			
3420	154	2910	穿			廣州話讀音欄		建議讀音		cyun1	c	yun	1	1			
3421	154	2911	突		8.02.2 (324頁)	廣州話讀音欄		建議讀音		dat6	d	at	6	9			
3422	154	2911	突		8.02.2 (324頁)	備註欄		專名讀音	(泉名)趵突泉	duk1	d	uk	1	7			
3423	154	2912	窄			廣州話讀音欄		建議讀音		zaak3	z	aak	3	8			
3424	154	2913	窈		5.59 (161頁)	廣州話讀音欄		建議讀音		miu5	m	iu	5	5			
3425	154	2913	窈		5.59 (161頁)	備註欄		又		jiu2	j	iu	2	2			
3426	154	2914	窒			廣州話讀音欄		建議讀音		zat6	z	at	6	9			
3427	154	2915	窕		5.14 (150頁)	廣州話讀音欄		建議讀音		tiu5	t	iu	5	5			
3428	154	2916	窘		3.07.2 (113頁)	廣州話讀音欄		建議讀音		kwan3	kw	an	3	3			
3429	154	2917	窗			廣州話讀音欄		建議讀音		coeng1	c	oeng	1	1			
3430	154	2918	窖			廣州話讀音欄		建議讀音		gaau3	g	aau	3	3			
3431	154	2919	窟		5.30 (154頁)	廣州話讀音欄		建議讀音		fat1	f	at	1	7			
3432	154	2920	窠		1.16.1 (50頁)	廣州話讀音欄		建議讀音		wo1	w	o	1	1			
3433	154	2920	窠		1.16.1 (50頁)	備註欄		又		fo1	f	o	1	1			
3434	154	2921	窪			廣州話讀音欄		建議讀音		waa1	w	aa	1	1			
3435	155	2922	窩			廣州話讀音欄		建議讀音		wo1	w	o	1	1			
3436	155	2923	窯			廣州話讀音欄		建議讀音		jiu4	j	iu	4	4			
3437	155	2924	窮			廣州話讀音欄		建議讀音		kung4	k	ung	4	4			
3438	155	2925	窺			廣州話讀音欄		建議讀音		kwai1	kw	ai	1	1			
3439	155	2926	竄		3.07.1 (112頁)	廣州話讀音欄		建議讀音		cyun2	c	yun	2	2			
3440	155	2926	竄		3.07.1 (112頁)	備註欄		又		cyun3	c	yun	3	3			
3441	155	2927	竅		1.23.1 (54頁)	廣州話讀音欄		建議讀音		hiu3	h	iu	3	3			
3442	155	2927	竅		1.23.1 (54頁)	備註欄		又		kiu3	k	iu	3	3			
3443	155	2928	竇		8.02.1 (282頁)	廣州話讀音欄		建議讀音		dau6	d	au	6	6			
3444	155	2929	竊			廣州話讀音欄		建議讀音		sit3	s	it	3	8			
3445	155	2930	立		2.16.1 (71頁)	廣州話讀音欄		建議讀音		lap6	l	ap	6	9			
3446	155	2930	立		2.16.1 (71頁)	備註欄		又		laap6	l	aap	6	9			
3447	155	2931	站			廣州話讀音欄		建議讀音		zaam6	z	aam	6	6			
3448	155	2932	童			廣州話讀音欄		建議讀音		tung4	t	ung	4	4			
3449	155	2933	竣			廣州話讀音欄		建議讀音		zeon3	z	eon	3	3			
